transmission_datetime,post_id,street_block,payment_type,session_start_dt,session_end_dt,meter_event_type,gross_paid_amt
125648815_4_06012017063457,666-01120,SUTTER ST 100,CREDIT CARD,2017-06-01T06:34:57.000,2017-06-01T11:00:00.000,NS,15
3804363_11_06012017063501,340-00433,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:35:01.000,2017-06-01T15:00:00.000,NS,10.5
125648824_4_06012017063502,658-04010,SPEAR ST 400,CREDIT CARD,2017-06-01T06:35:02.000,2017-06-01T12:20:00.000,NS,7
125648818_4_06012017063505,562-24220,MASON ST 2400,CASH,2017-06-01T06:35:05.000,2017-06-01T12:00:01.000,NS,1.5
125648820_4_06012017063521,570-01560,MINNA ST 100,SMART CARD,2017-06-01T06:35:21.000,2017-06-01T08:00:01.000,NS,3.75
125648822_4_06012017063522,562-24060,MASON ST 2400,CASH,2017-06-01T06:35:22.000,2017-06-01T13:00:01.000,NS,3.5
125648827_4_06012017063530,878-00740,VALLEJO ST 0,SMART CARD,2017-06-01T06:35:30.000,2017-06-01T08:08:36.000,NS,4
125648817_4_06012017063533,359-16300,CLAY ST 1600,CREDIT CARD,2017-06-01T06:35:33.000,2017-06-01T09:26:40.000,NS,1
125648819_4_06012017063551,440-01080,GEARY ST 100,CREDIT CARD,2017-06-01T06:35:51.000,2017-06-01T08:00:00.000,NS,3.75
125648826_4_06012017063555,365-07110,CORTLAND AVE 700,CASH,2017-06-01T06:35:55.000,2017-06-01T09:06:40.000,NS,0.25
3804637_11_06012017063601,869-08410,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:36:01.000,2017-06-01T16:00:00.000,NS,8.75
3804903_11_06012017063601,208-05670,08TH ST 500,CREDIT CARD,2017-06-01T06:36:01.000,2017-06-01T15:00:00.000,NS,2.7
125648825_4_06012017063615,570-01540,MINNA ST 100,SMART CARD,2017-06-01T06:36:15.000,2017-06-01T08:00:01.000,NS,3.75
125648821_4_06012017063619,201-00390,01ST ST 0,CREDIT CARD,2017-06-01T06:36:19.000,2017-06-01T08:00:00.000,NS,3.75
125648823_4_06012017063623,359-02060,CLAY ST 200,CREDIT CARD,2017-06-01T06:36:23.000,2017-06-01T08:10:55.000,NS,3.25
3804364_11_06012017063701,460-02130,HALLECK ST 200,CREDIT CARD,2017-06-01T06:37:01.000,2017-06-01T14:35:04.000,NS,4.93
3804444_11_06012017063701,684-04217,TOWNSEND ST 400,CREDIT CARD,2017-06-01T06:37:01.000,2017-06-01T14:00:00.000,NS,6.25
125648828_4_06012017063740,444-00330,GRANT AVE 0,CREDIT CARD,2017-06-01T06:37:40.000,2017-06-01T07:40:00.000,NS,2.5
125648829_4_06012017063752,568-16530,MISSION ST 1600,CREDIT CARD,2017-06-01T06:37:52.000,2017-06-01T11:00:00.000,NS,4.5
3804681_11_06012017063801,869-08310,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:38:01.000,2017-06-01T15:35:02.000,NS,8.23
3804833_11_06012017063801,893-00550,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:38:01.000,2017-06-01T19:00:00.000,NS,11.5
125648830_4_06012017063811,470-00580,HOWARD ST 0,CREDIT CARD,2017-06-01T06:38:11.000,2017-06-01T11:00:00.000,NS,16
125648831_4_06012017063838,616-14250,POWELL ST 1400,CREDIT CARD,2017-06-01T06:38:38.000,2017-06-01T11:00:00.000,NS,4.5
125648834_4_06012017063839,606-15200,PINE ST 1500,SMART CARD,2017-06-01T06:38:39.000,2017-06-01T15:40:01.000,NS,3
125648832_4_06012017063843,205-03270,05TH ST 300,CREDIT CARD,2017-06-01T06:38:43.000,2017-06-01T09:04:37.000,NS,0.25
125648833_4_06012017063852,340-00643,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:38:52.000,2017-06-01T14:08:35.000,NS,9
3804370_11_06012017063901,619-00180,PETER YORKE WAY 0,CREDIT CARD,2017-06-01T06:39:01.000,2017-06-01T17:00:00.000,NS,10
3804677_11_06012017063901,893-00410,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:39:01.000,2017-06-01T22:00:00.000,NS,12.25
3804401_11_06012017064001,563-03300,MCALLISTER ST 300,CASH,2017-06-01T06:40:01.000,2017-06-01T13:08:34.000,NS,2.15
125648836_4_06012017064015,869-05430,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:40:15.000,2017-06-01T15:48:00.000,NS,8.5
125648835_4_06012017064017,570-03690,MINNA ST 300,CREDIT CARD,2017-06-01T06:40:17.000,2017-06-01T07:46:10.000,NS,2.5
125700247_4_06012017064038,869-05200,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:40:38.000,2017-06-01T09:12:00.000,NS,0.25
125648838_4_06012017064044,542-05130,LARKIN ST 500,CASH,2017-06-01T06:40:44.000,2017-06-01T09:18:29.000,NS,1
3804638_11_06012017064101,869-08510,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:41:01.000,2017-06-01T15:15:21.000,NS,7.82
125648842_4_06012017064106,651-09270,SANSOME ST 900,SMART CARD,2017-06-01T06:41:06.000,2017-06-01T09:26:41.000,NS,1
125648837_4_06012017064107,869-05430,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:41:07.000,2017-06-01T16:12:00.000,AT,0.5
125648839_4_06012017064140,684-01540,TOWNSEND ST 100,CREDIT CARD,2017-06-01T06:41:40.000,2017-06-01T16:46:40.000,NS,3.5
125648840_4_06012017064144,855-00370,LOMBARD ST 0,CREDIT CARD,2017-06-01T06:41:44.000,2017-06-01T08:30:00.000,NS,4.5
125700317_4_06012017064146,869-05200,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:41:46.000,2017-06-01T13:36:00.000,AT,5.5
125648844_4_06012017064147,581-23160,NORIEGA ST 2300,CASH,2017-06-01T06:41:47.000,2017-06-01T09:13:21.000,NS,0.5
125648841_4_06012017064150,206-01500,06TH ST 100,CREDIT CARD,2017-06-01T06:41:50.000,2017-06-01T08:41:33.000,NS,5.5
3804368_11_06012017064201,472-00400,HYDE ST 0,CREDIT CARD,2017-06-01T06:42:01.000,2017-06-01T17:15:25.000,NS,2.89
3804639_11_06012017064201,869-08390,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:42:01.000,2017-06-01T16:00:00.000,NS,8.75
125648843_4_06012017064223,340-00541,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:42:23.000,2017-06-01T13:51:26.000,NS,8.5
125648845_4_06012017064240,422-07410,FRONT ST 700,CREDIT CARD,2017-06-01T06:42:40.000,2017-06-01T09:00:00.000,NS,6.5
125648851_4_06012017064245,568-31060,MISSION ST 3100,CASH,2017-06-01T06:42:45.000,2017-06-01T09:06:41.000,NS,0.25
125648846_4_06012017064250,684-01220,TOWNSEND ST 100,CREDIT CARD,2017-06-01T06:42:50.000,2017-06-01T17:20:00.000,NS,3.75
125648848_4_06012017064251,340-00541,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:42:51.000,2017-06-01T14:17:09.000,AT,0.75
125648847_4_06012017064256,340-00544,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:42:56.000,2017-06-01T14:42:52.000,NS,10
125648853_4_06012017064309,368-01020,CYRIL MAGNIN ST 100,CASH,2017-06-01T06:43:09.000,2017-06-01T07:16:49.000,NS,1.05
125648850_4_06012017064317,339-04390,BERRY ST 400,CREDIT CARD,2017-06-01T06:43:17.000,2017-06-01T14:36:00.000,NS,6.25
125648854_4_06012017064342,368-01020,CYRIL MAGNIN ST 100,CASH,2017-06-01T06:43:42.000,2017-06-01T08:00:49.000,AT,2.75
125648852_4_06012017064351,666-24250,SUTTER ST 2400,CREDIT CARD,2017-06-01T06:43:51.000,2017-06-01T09:06:40.000,NS,0.25
125648857_4_06012017064357,330-04520,BRANNAN ST 400,CASH,2017-06-01T06:43:57.000,2017-06-01T09:48:01.000,NS,0.8
125648859_4_06012017064359,606-05140,PINE ST 500,SMART CARD,2017-06-01T06:43:59.000,2017-06-01T08:34:54.000,NS,5.93
3804520_11_06012017064401,720-03432,WASHINGTON ST 300,CREDIT CARD,2017-06-01T06:44:01.000,2017-06-01T15:30:51.000,NS,2.28
125648875_4_06012017064402,845-05260,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:44:02.000,2017-06-01T19:00:00.000,NS,11.5
125648855_4_06012017064405,563-05260,MCALLISTER ST 500,CREDIT CARD,2017-06-01T06:44:05.000,2017-06-01T13:00:00.000,NS,4.75
125648858_4_06012017064420,606-05140,PINE ST 500,SMART CARD,2017-06-01T06:44:20.000,2017-06-01T09:00:01.000,AT,1.57
125648856_4_06012017064426,666-05290,SUTTER ST 500,CREDIT CARD,2017-06-01T06:44:26.000,2017-06-01T09:00:00.000,NS,7.5
125648860_4_06012017064456,684-06460,TOWNSEND ST 600,CREDIT CARD,2017-06-01T06:44:56.000,2017-06-01T09:46:40.000,NS,1.75
125648864_4_06012017064503,606-05120,PINE ST 500,SMART CARD,2017-06-01T06:45:03.000,2017-06-01T09:00:01.000,NS,7.5
125648874_4_06012017064510,845-05160,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:45:10.000,2017-06-01T15:48:00.000,NS,8.5
125648867_4_06012017064516,700-08410,VALENCIA ST 800,CASH,2017-06-01T06:45:16.000,2017-06-01T09:15:01.000,NS,0.25
125648863_4_06012017064541,612-21330,POLK ST 2100,CREDIT CARD,2017-06-01T06:45:41.000,2017-06-01T07:06:40.000,NS,0.25
125648862_4_06012017064544,470-05860,HOWARD ST 500,CREDIT CARD,2017-06-01T06:45:44.000,2017-06-01T11:00:00.000,NS,15
125648865_4_06012017064553,666-05270,SUTTER ST 500,CREDIT CARD,2017-06-01T06:45:53.000,2017-06-01T07:04:00.000,NS,0.25
3804369_11_06012017064601,420-00720,FREMONT ST 0,CREDIT CARD,2017-06-01T06:46:01.000,2017-06-01T16:00:00.000,NS,8.55
125648866_4_06012017064604,568-04060,MISSION ST 400,CREDIT CARD,2017-06-01T06:46:04.000,2017-06-01T11:00:00.000,NS,15
125648868_4_06012017064604,562-06100,MASON ST 600,CREDIT CARD,2017-06-01T06:46:04.000,2017-06-01T08:04:00.000,NS,4
125648873_4_06012017064604,585-05450,NORTH POINT ST 500,CASH,2017-06-01T06:46:04.000,2017-06-01T10:04:01.000,NS,0.8
125648878_4_06012017064640,689-01020,TEHAMA ST 100,CASH,2017-06-01T06:46:40.000,2017-06-01T07:04:19.000,NS,0.25
125648870_4_06012017064651,606-15180,PINE ST 1500,CREDIT CARD,2017-06-01T06:46:51.000,2017-06-01T14:00:00.000,NS,2.25
125648871_4_06012017064656,561-03070,MAIN ST 300,CREDIT CARD,2017-06-01T06:46:56.000,2017-06-01T13:00:00.000,NS,7.5
3804374_11_06012017064701,340-00633,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:47:01.000,2017-06-01T15:30:10.000,NS,11.38
3804660_11_06012017064701,561-00197,MAIN ST 0,CREDIT CARD,2017-06-01T06:47:01.000,2017-06-01T18:00:00.000,NS,4.95
125648872_4_06012017064707,684-00730,TOWNSEND ST 0,CREDIT CARD,2017-06-01T06:47:07.000,2017-06-01T14:24:00.000,NS,12
125648876_4_06012017064713,666-00360,SUTTER ST 0,CREDIT CARD,2017-06-01T06:47:13.000,2017-06-01T07:08:00.000,NS,0.5
125648877_4_06012017064715,689-01020,TEHAMA ST 100,CREDIT CARD,2017-06-01T06:47:15.000,2017-06-01T08:00:00.000,NS,3.25
125648879_4_06012017064722,845-04070,ILLINOIS ST 400,CREDIT CARD,2017-06-01T06:47:22.000,2017-06-01T15:36:00.000,AT,1
125648880_4_06012017064724,684-00790,TOWNSEND ST 0,CREDIT CARD,2017-06-01T06:47:24.000,2017-06-01T14:32:00.000,NS,12.5
125648886_4_06012017064726,568-00040,MISSION ST 0,CASH,2017-06-01T06:47:26.000,2017-06-01T07:23:06.000,NS,1.25
125648881_4_06012017064728,340-00290,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:47:28.000,2017-06-01T09:17:09.000,NS,0.5
125648882_4_06012017064728,568-00330,MISSION ST 0,CREDIT CARD,2017-06-01T06:47:28.000,2017-06-01T09:32:19.000,NS,8.25
125648892_4_06012017064736,593-00070,OFARRELL ST 0,SMART CARD,2017-06-01T06:47:36.000,2017-06-01T08:00:01.000,NS,3.75
125648893_4_06012017064736,666-05270,SUTTER ST 500,CASH,2017-06-01T06:47:36.000,2017-06-01T07:47:13.000,AT,2.7
125648888_4_06012017064740,440-24030,GEARY BLVD 2400,CASH,2017-06-01T06:47:40.000,2017-06-01T09:06:41.000,NS,0.25
125648889_4_06012017064744,606-05250,PINE ST 500,SMART CARD,2017-06-01T06:47:44.000,2017-06-01T09:00:01.000,NS,7.5
125648883_4_06012017064747,336-05150,BUSH ST 500,CREDIT CARD,2017-06-01T06:47:47.000,2017-06-01T07:44:00.000,NS,2.75
125648884_4_06012017064750,340-00443,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:47:50.000,2017-06-01T15:00:00.000,NS,10.5
125648897_4_06012017064750,606-05230,PINE ST 500,SMART CARD,2017-06-01T06:47:50.000,2017-06-01T09:00:01.000,NS,7.5
125648895_4_06012017064800,568-34260,MISSION ST 3400,CASH,2017-06-01T06:48:00.000,2017-06-01T09:13:21.000,NS,0.5
3804375_11_06012017064801,671-01090,SOUTH PARK 100,CREDIT CARD,2017-06-01T06:48:01.000,2017-06-01T15:00:00.000,NS,18
3804472_11_06012017064801,720-03275,WASHINGTON ST 300,CREDIT CARD,2017-06-01T06:48:01.000,2017-06-01T15:00:00.000,NS,2.1
3804508_11_06012017064801,593-00015,OFARRELL ST 0,CREDIT CARD,2017-06-01T06:48:01.000,2017-06-01T08:30:24.000,NS,1.13
3804682_11_06012017064801,869-08290,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:48:01.000,2017-06-01T15:35:02.000,NS,8.23
125648887_4_06012017064805,568-00040,MISSION ST 0,CASH,2017-06-01T06:48:05.000,2017-06-01T07:36:57.000,AT,0.75
125648898_4_06012017064809,661-01720,STEVENSON ST 100,CREDIT CARD,2017-06-01T06:48:09.000,2017-06-01T09:00:00.000,NS,7.5
125648885_4_06012017064810,471-04120,HARRISON ST 400,CREDIT CARD,2017-06-01T06:48:10.000,2017-06-01T11:00:00.000,NS,7.5
125648891_4_06012017064810,691-00310,UNION ST 0,CREDIT CARD,2017-06-01T06:48:10.000,2017-06-01T11:00:00.000,NS,6.5
125648899_4_06012017064812,616-16030,POWELL ST 1600,CREDIT CARD,2017-06-01T06:48:12.000,2017-06-01T09:06:40.000,NS,0.25
125648894_4_06012017064817,568-14060,MISSION ST 1400,CASH,2017-06-01T06:48:17.000,2017-06-01T07:04:38.000,NS,0.25
125718296_4_06012017064821,860-03060,MISSION BAY BLVD NORTH 300,CREDIT CARD,2017-06-01T06:48:21.000,2017-06-01T13:48:00.000,NS,6
125648902_4_06012017064824,204-15170,04TH ST 1500,CASH,2017-06-01T06:48:24.000,2017-06-01T13:00:01.000,NS,6
125648890_4_06012017064828,340-00290,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:48:28.000,2017-06-01T10:25:44.000,AT,2
125649462_4_06012017064831,350-36130,CALIFORNIA ST 3600,CREDIT CARD,2017-06-01T06:48:31.000,2017-06-01T11:00:00.000,NS,4.5
125648907_4_06012017064841,204-14180,04TH ST 1400,CASH,2017-06-01T06:48:41.000,2017-06-01T11:50:01.000,NS,4.25
125648904_4_06012017064844,606-05170,PINE ST 500,SMART CARD,2017-06-01T06:48:44.000,2017-06-01T08:00:01.000,NS,3.75
3804376_11_06012017064901,501-01206,JESSIE ST 100,CREDIT CARD,2017-06-01T06:49:01.000,2017-06-01T09:00:00.000,NS,1.1
3804834_11_06012017064901,893-00360,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:49:01.000,2017-06-01T22:00:00.000,NS,12.25
125648896_4_06012017064902,204-14140,04TH ST 1400,CREDIT CARD,2017-06-01T06:49:02.000,2017-06-01T13:00:00.000,NS,6
125648900_4_06012017064906,845-04250,ILLINOIS ST 400,CREDIT CARD,2017-06-01T06:49:06.000,2017-06-01T15:24:00.000,NS,8
125648901_4_06012017064909,330-02950,BRANNAN ST 200,CREDIT CARD,2017-06-01T06:49:09.000,2017-06-01T11:00:00.000,NS,4
125648903_4_06012017064913,691-20120,UNION ST 2000,CREDIT CARD,2017-06-01T06:49:13.000,2017-06-01T08:06:40.000,NS,2.5
125648905_4_06012017064924,701-15280,VAN NESS AVE 1500,CREDIT CARD,2017-06-01T06:49:24.000,2017-06-01T11:00:00.000,NS,4.5
125648908_4_06012017064929,651-02240,SANSOME ST 200,CREDIT CARD,2017-06-01T06:49:29.000,2017-06-01T11:00:00.000,NS,15
125648909_4_06012017064940,614-00350,POST ST 0,CREDIT CARD,2017-06-01T06:49:40.000,2017-06-01T07:40:00.000,NS,2.5
125648906_4_06012017064942,360-21280,CLEMENT ST 2100,CREDIT CARD,2017-06-01T06:49:42.000,2017-06-01T09:53:20.000,NS,2
125648910_4_06012017064947,470-06140,HOWARD ST 600,CREDIT CARD,2017-06-01T06:49:47.000,2017-06-01T11:00:00.000,NS,9
125648911_4_06012017064955,606-06300,PINE ST 600,CREDIT CARD,2017-06-01T06:49:55.000,2017-06-01T09:00:00.000,NS,6.5
125648979_4_06012017064958,831-07480,EMBARCADERO SOUTH 700,CREDIT CARD,2017-06-01T06:49:58.000,2017-06-01T09:52:30.000,NS,5.75
3804377_11_06012017065001,202-00010,02ND ST 0,CASH,2017-06-01T06:50:01.000,2017-06-01T09:20:00.000,NS,1.75
3804996_11_06012017065001,701-01110,VAN NESS AVE 100,CREDIT CARD,2017-06-01T06:50:01.000,2017-06-01T11:00:00.000,NS,2
125648912_4_06012017065004,210-01120,10TH ST 100,CREDIT CARD,2017-06-01T06:50:04.000,2017-06-01T10:55:24.000,NS,6.25
125648914_4_06012017065032,209-05310,09TH ST 500,CREDIT CARD,2017-06-01T06:50:32.000,2017-06-01T10:53:20.000,NS,4.25
125648924_4_06012017065043,666-01430,SUTTER ST 100,CREDIT CARD,2017-06-01T06:50:43.000,2017-06-01T11:00:00.000,NS,15
125648922_4_06012017065045,224-38150,24TH ST 3800,CASH,2017-06-01T06:50:45.000,2017-06-01T09:02:41.000,NS,0.1
125648941_4_06012017065049,845-05180,ILLINOIS ST 500,CREDIT CARD,2017-06-01T06:50:49.000,2017-06-01T20:00:00.000,NS,11.75
125648913_4_06012017065053,571-09160,MONTGOMERY ST 900,CREDIT CARD,2017-06-01T06:50:53.000,2017-06-01T09:00:00.000,NS,6.5
125648915_4_06012017065058,665-01030,STEUART ST 100,CREDIT CARD,2017-06-01T06:50:58.000,2017-06-01T08:10:00.000,NS,1.75
125648918_4_06012017065101,686-09070,TURK ST 900,CREDIT CARD,2017-06-01T06:51:01.000,2017-06-01T15:40:00.000,NS,5
3804686_11_06012017065101,893-00630,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:51:01.000,2017-06-01T16:00:00.000,NS,8.75
125648916_4_06012017065105,340-00210,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:51:05.000,2017-06-01T13:34:18.000,NS,8
125648926_4_06012017065112,561-01290,MAIN ST 100,SMART CARD,2017-06-01T06:51:12.000,2017-06-01T08:00:01.000,NS,3.75
125648919_4_06012017065113,386-03040,DRUMM ST 300,CREDIT CARD,2017-06-01T06:51:13.000,2017-06-01T13:00:00.000,NS,13.5
125648917_4_06012017065115,447-01440,GREENWICH ST 100,CREDIT CARD,2017-06-01T06:51:15.000,2017-06-01T08:36:56.000,NS,5.25
125648927_4_06012017065116,658-01480,SPEAR ST 100,SMART CARD,2017-06-01T06:51:16.000,2017-06-01T07:16:01.000,NS,1
125648921_4_06012017065118,568-29460,MISSION ST 2900,CREDIT CARD,2017-06-01T06:51:18.000,2017-06-01T09:06:40.000,NS,0.25
125648920_4_06012017065120,650-05370,SACRAMENTO ST 500,CREDIT CARD,2017-06-01T06:51:20.000,2017-06-01T08:00:00.000,NS,3.75
125648929_4_06012017065134,720-00260,WASHINGTON ST 0,CASH,2017-06-01T06:51:34.000,2017-06-01T07:32:20.000,NS,1.75
125648923_4_06012017065140,650-08070,SACRAMENTO ST 800,CREDIT CARD,2017-06-01T06:51:40.000,2017-06-01T09:00:00.000,NS,6.5
125648925_4_06012017065156,209-00180,09TH ST 0,CREDIT CARD,2017-06-01T06:51:56.000,2017-06-01T09:00:00.000,NS,6.5
125648932_4_06012017065157,203-46080,03RD ST 4600,CASH,2017-06-01T06:51:57.000,2017-06-01T09:12:01.000,NS,0.4
3804754_11_06012017065201,891-00060,Pier 52 Lot,CREDIT CARD,2017-06-01T06:52:01.000,2017-06-01T15:00:00.000,NS,7.5
3804835_11_06012017065201,893-00380,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:52:01.000,2017-06-01T22:00:00.000,NS,12.25
125648928_4_06012017065208,920-00120,SF General Hospital Lot,CREDIT CARD,2017-06-01T06:52:08.000,2017-06-01T09:52:08.000,NS,9.75
125648930_4_06012017065227,325-05160,BAY ST 500,CREDIT CARD,2017-06-01T06:52:27.000,2017-06-01T13:00:00.000,NS,2.25
125648931_4_06012017065233,324-02220,BATTERY ST 200,CREDIT CARD,2017-06-01T06:52:33.000,2017-06-01T11:00:00.000,NS,15
125648942_4_06012017065233,686-08080,TURK ST 800,SMART CARD,2017-06-01T06:52:33.000,2017-06-01T17:00:01.000,NS,6
125648943_4_06012017065247,470-05760,HOWARD ST 500,CASH,2017-06-01T06:52:47.000,2017-06-01T07:19:13.000,NS,1.2
125648933_4_06012017065254,878-00700,VALLEJO ST 0,CREDIT CARD,2017-06-01T06:52:54.000,2017-06-01T08:55:43.000,NS,6.75
125648952_4_06012017065256,327-01200,BROADWAY 100,CREDIT CARD,2017-06-01T06:52:56.000,2017-06-01T11:00:00.000,NS,4.5
125648934_4_06012017065300,651-03250,SANSOME ST 300,CREDIT CARD,2017-06-01T06:53:00.000,2017-06-01T07:56:00.000,NS,3.5
3804378_11_06012017065301,340-01332,BLUXOME ST 100,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T15:00:00.000,NS,10.5
3804379_11_06012017065301,411-00470,FELL ST 0,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T08:00:00.000,NS,1.5
3804471_11_06012017065301,411-00080,FELL ST 0,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T09:00:00.000,NS,3
3804653_11_06012017065301,561-02215,MAIN ST 200,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T18:00:00.000,NS,6.05
3804836_11_06012017065301,893-00530,Pier 52 Lot B,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T22:00:00.000,NS,12.25
3805009_11_06012017065301,869-08150,TERRY A FRANCOIS BLVD 800,CREDIT CARD,2017-06-01T06:53:01.000,2017-06-01T15:00:00.000,NS,7.5
125648935_4_06012017065305,359-04180,CLAY ST 400,CREDIT CARD,2017-06-01T06:53:05.000,2017-06-01T09:44:13.000,NS,13
125648939_4_06012017065311,827-04110,CHINA BASIN ST 400,CREDIT CARD,2017-06-01T06:53:11.000,2017-06-01T12:00:00.000,NS,3.75
125648940_4_06012017065313,869-05490,TERRY A FRANCOIS BLVD 500,CREDIT CARD,2017-06-01T06:53:13.000,2017-06-01T14:12:00.000,NS,6.5
125648936_4_06012017065315,826-06320,DELANCEY ST 600,CREDIT CARD,2017-06-01T06:53:15.000,2017-06-01T10:00:00.000,NS,6
125648938_4_06012017065316,330-05470,BRANNAN ST 500,CREDIT CARD,2017-06-01T06:53:16.000,2017-06-01T12:20:00.000,NS,4
125648944_4_06012017065321,470-05760,HOWARD ST 500,CASH,2017-06-01T06:53:21.000,2017-06-01T07:35:13.000,AT,1
125648937_4_06012017065324,651-05200,SANSOME ST 500,CREDIT CARD,2017-06-01T06:53:24.000,2017-06-01T11:00:00.000,NS,18
125648945_4_06012017065345,470-05760,HOWARD ST 500,CASH,2017-06-01T06:53:45.000,2017-06-01T07:43:13.000,AT,0.5
125648949_4_06012017065345,720-00150,WASHINGTON ST 0,CREDIT CARD,2017-06-01T06:53:45.000,2017-06-01T11:00:00.000,NS,13
125648948_4_06012017065346,470-15030,HOWARD ST 1500,CREDIT CARD,2017-06-01T06:53:46.000,2017-06-01T11:00:00.000,NS,4.5
125648947_4_06012017065347,472-05170,HYDE ST 500,CREDIT CARD,2017-06-01T06:53:47.000,2017-06-01T12:33:20.000,NS,8
125648959_4_06012017065356,447-01270,GREENWICH ST 100,SMART CARD,2017-06-01T06:53:56.000,2017-06-01T08:27:43.000,NS,4.75
125648950_4_06012017065357,201-03080,01ST ST 300,CREDIT CARD,2017-06-01T06:53:57.000,2017-06-01T13:21:50.000,NS,12.75
125648957_4_06012017065358,470-05760,HOWARD ST 500,CASH,2017-06-01T06:53:58.000,2017-06-01T07:47:13.000,AT,0.25
125648962_4_06012017065358,830-13140,EMBARCADERO NORTH 1300,CASH,2017-06-01T06:53:58.000,2017-06-01T07:53:21.000,NS,2
3804380_11_06012017065401,411-00490,FELL ST 0,CREDIT CARD,2017-06-01T06:54:01.000,2017-06-01T10:00:00.000,NS,4.5
3804558_11_06012017065401,568-02454,MISSION ST 200,CREDIT CARD,2017-06-01T06:54:01.000,2017-06-01T16:00:00.000,NS,4.95
3804784_11_06012017065401,500-03160,JACKSON ST 300,CREDIT CARD,2017-06-01T06:54:01.000,2017-06-01T08:00:00.000,NS,2.25
125648951_4_06012017065435,202-06260,02ND ST 600,CREDIT CARD,2017-06-01T06:54:35.000,2017-06-01T13:06:40.000,NS,10.25
125648954_4_06012017065435,720-00130,WASHINGTON ST 0,CREDIT CARD,2017-06-01T06:54:35.000,2017-06-01T11:00:00.000,NS,13
125648955_4_06012017065437,831-02120,EMBARCADERO SOUTH 200,CREDIT CARD,2017-06-01T06:54:37.000,2017-06-01T08:30:00.000,NS,5.25
125648956_4_06012017065438,864-04800,SPEAR ST 400,CREDIT CARD,2017-06-01T06:54:38.000,2017-06-01T10:51:26.000,NS,13.5
125648953_4_06012017065443,440-21220,GEARY BLVD 2100,CREDIT CARD,2017-06-01T06:54:43.000,2017-06-01T09:33:20.000,NS,1.25
125648958_4_06012017065450,568-00410,MISSION ST 0,CREDIT CARD,2017-06-01T06:54:50.000,2017-06-01T10:55:24.000,NS,12.75
125648961_4_06012017065500,865-02020,STEUART ST 200,CREDIT CARD,2017-06-01T06:55:00.000,2017-06-01T13:55:43.000,NS,19.25
3804381_11_06012017065501,340-00631,BLUXOME ST 0,CREDIT CARD,2017-06-01T06:55:01.000,2017-06-01T17:00:00.000,NS,14
3804457_11_06012017065501,340-01098,BLUXOME ST 100,CREDIT CARD,2017-06-01T06:55:01.000,2017-06-01T15:00:00.000,NS,10.5
3804640_11_06012017065501,619-00010,PETER YORKE WAY 0,CREDIT CARD,2017-06-01T06:55:01.000,2017-06-01T15:00:00.000,NS,7.5
125648960_4_06012017065504,614-04330,POST ST 400,CREDIT CARD,2017-06-01T06:55:04.000,2017-06-01T08:00:00.000,NS,3.75
125648968_4_06012017065515,201-01770,01ST ST 100,SMART CARD,2017-06-01T06:55:15.000,2017-06-01T07:04:01.000,NS,0.25
125648971_4_06012017065519,440-04240,GEARY ST 400,CREDIT CARD,2017-06-01T06:55:19.000,2017-06-01T08:08:00.000,NS,4.25
125648974_4_06012017065531,418-06040,FOLSOM ST 600,SMART CARD,2017-06-01T06:55:31.000,2017-06-01T13:56:16.000,NS,16
125648963_4_06012017065533,202-06260,02ND ST 600,CREDIT CARD,2017-06-01T06:55:33.000,2017-06-01T15:08:35.000,AT,8.75
